user_id,posted,item_id,recommend,sentiment_analysis,year
DJKamBer,"Posted June 2, 2012.",204100,True,2,2012
DJKamBer,"Posted June 2, 2012.",204100,True,2,2012
DJKamBer,"Posted June 2, 2012.",204100,True,2,2012
DJKamBer,"Posted June 2, 2012.",204100,True,2,2012
DJKamBer,"Posted June 2, 2012.",204100,True,2,2012
Rainbow-Dashie,"Posted June 29, 2014.",224600,True,2,2014
Rainbow-Dashie,"Posted June 29, 2014.",224600,True,2,2014
Rainbow-Dashie,"Posted June 29, 2014.",224600,True,2,2014
76561198043472122,"Posted November 22, 2012.",207610,True,0,2012
MarbleShrine,"Posted February 23, 2012.",108710,True,2,2012
PPanther,"Posted April 15, 2014.",211420,True,1,2014
devvonst,"Posted December 23, 2013.",211820,True,2,2013
devvonst,"Posted December 23, 2013.",211820,True,2,2013
devvonst,"Posted December 23, 2013.",211820,True,2,2013
Fr0stedLine,"Posted March 14, 2014.",730,True,2,2014
starkillershadow553,"Posted July 11, 2013.",204300,True,2,2013
starkillershadow553,"Posted July 11, 2013.",204300,True,2,2013
starkillershadow553,"Posted July 11, 2013.",204300,True,2,2013
76561198058373434,"Posted May 5, 2014.",249130,True,1,2014
76561198048353577,"Posted December 24, 2012.",207610,True,1,2012
76561198048353577,"Posted December 24, 2012.",207610,True,1,2012
76561198048353577,"Posted December 24, 2012.",207610,True,1,2012
76561198066046412,"Posted October 21, 2012.",550,True,2,2012
76561198066046412,"Posted October 21, 2012.",550,True,2,2012
tru_mu_,"Posted March 20, 2012.",65800,True,2,2012
76561198070565427,"Posted March 9, 2012.",220,True,2,2012
76561198070565427,"Posted March 9, 2012.",220,True,2,2012
76561198070565427,"Posted March 9, 2012.",220,True,2,2012
76561198070565427,"Posted March 9, 2012.",220,True,2,2012
76561198070565427,"Posted March 9, 2012.",220,True,2,2012
KanadeTheNeko,"Posted February 1, 2015.",72850,True,0,2015
KanadeTheNeko,"Posted February 1, 2015.",72850,True,0,2015
Leaf_Light_Moscow,"Posted June 20, 2014.",440,True,1,2014
76561198085547365,"Posted August 25, 2014.",304930,True,1,2014
76561198085547365,"Posted August 25, 2014.",304930,True,1,2014
76561198061252210,"Posted December 25, 2013.",4000,True,1,2013
OfficialShroomsy,"Posted June 23, 2012.",42910,True,1,2012
boydeer,"Posted September 5, 2015.",232090,True,2,2015
boydeer,"Posted September 5, 2015.",232090,True,2,2015
VVillis,"Posted March 30, 2015.",1250,True,2,2015
76561198083226897,"Posted February 19, 2014.",4000,True,2,2014
76561198075277292,"Posted July 14, 2014.",304930,True,2,2014
76561198075277292,"Posted July 14, 2014.",304930,True,2,2014
76561198028895010,"Posted April 27, 2013.",570,True,2,2013
76561198028895010,"Posted April 27, 2013.",570,True,2,2013
76561198170198366,"Posted July 20, 2015.",218620,True,2,2015
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
diego9031,"Posted November 4, 2013.",224260,True,2,2013
jarrodtrim,"Posted July 12, 2013.",1250,True,0,2013
76561198078738103,"Posted August 19, 2012.",440,True,2,2012
76561198067936203,"Posted June 19, 2015.",730,True,2,2015
76561198079770573,"Posted September 20, 2014.",440,True,2,2014
76561198087586464,"Posted September 7, 2014.",49520,True,1,2014
Derp-e,"Posted December 19, 2014.",33440,False,1,2014
76561198070194565,"Posted February 17, 2015.",220200,True,2,2015
76561198070194565,"Posted February 17, 2015.",220200,True,2,2015
76561198070194565,"Posted February 17, 2015.",220200,True,2,2015
76561198070194565,"Posted February 17, 2015.",220200,True,2,2015
76561198070194565,"Posted February 17, 2015.",220200,True,2,2015
76561198070194565,"Posted February 17, 2015.",220200,True,2,2015
76561198070194565,"Posted February 17, 2015.",220200,True,2,2015
Rivtex,"Posted June 7, 2014.",211820,True,2,2014
UTNerd24,"Posted February 12, 2014.",440,True,2,2014
UTNerd24,"Posted February 12, 2014.",440,True,2,2014
UTNerd24,"Posted February 12, 2014.",440,True,2,2014
UTNerd24,"Posted February 12, 2014.",440,True,2,2014
UTNerd24,"Posted February 12, 2014.",440,True,2,2014
UTNerd24,"Posted February 12, 2014.",440,True,2,2014
sandwiches1,"Posted February 9, 2014.",218740,True,2,2014
76561198138053270,"Posted October 31, 2015.",550,True,2,2015
Life-Of-Blu,"Posted February 4, 2015.",238090,True,0,2015
Life-Of-Blu,"Posted February 4, 2015.",238090,True,0,2015
76561198075895633,"Posted April 5, 2014.",277430,True,2,2014
TheDropix101,"Posted January 8, 2015.",8870,True,2,2015
kube134,"Posted October 26, 2015.",368230,True,0,2015
MainScout,"Posted March 20, 2013.",33930,True,2,2013
gdxsd,"Posted December 28, 2015.",359320,False,0,2015
yookobz,"Posted May 19, 2015.",219640,True,2,2015
yookobz,"Posted May 19, 2015.",219640,True,2,2015
Posiblydead,"Posted December 15, 2015.",287980,True,2,2015
Posiblydead,"Posted December 15, 2015.",287980,True,2,2015
Posiblydead,"Posted December 15, 2015.",287980,True,2,2015
76561198102421718,"Posted August 21, 2015.",208090,True,2,2015
76561198102421718,"Posted August 21, 2015.",208090,True,2,2015
76561198102421718,"Posted August 21, 2015.",208090,True,2,2015
76561198087407319,"Posted October 17, 2014.",242700,True,1,2014
76561198056741844,"Posted June 27, 2014.",570,False,1,2014
sad-commie,"Posted April 28, 2014.",224260,True,1,2014
sad-commie,"Posted April 28, 2014.",224260,True,1,2014
sad-commie,"Posted April 28, 2014.",224260,True,1,2014
76561198030567998,"Posted November 12, 2015.",221100,True,2,2015
76561198030567998,"Posted November 12, 2015.",221100,True,2,2015
76561198030567998,"Posted November 12, 2015.",221100,True,2,2015
76561198030567998,"Posted November 12, 2015.",221100,True,2,2015
76561198030567998,"Posted November 12, 2015.",221100,True,2,2015
76561198010674657,"Posted June 18, 2014.",570,True,2,2014
76561198010674657,"Posted June 18, 2014.",570,True,2,2014
Coldaniel,"Posted November 20, 2014.",331470,True,2,2014
Coldaniel,"Posted November 20, 2014.",331470,True,2,2014
Coldaniel,"Posted November 20, 2014.",331470,True,2,2014
therealmorty,"Posted May 29, 2014.",4000,True,2,2014
therealmorty,"Posted May 29, 2014.",4000,True,2,2014
76561198061730629,"Posted December 29, 2014.",304930,True,2,2014
YoHuNz,"Posted February 13, 2015.",12210,True,0,2015
YoHuNz,"Posted February 13, 2015.",12210,True,0,2015
possessioniskey,"Posted December 26, 2014.",265210,True,1,2014
possessioniskey,"Posted December 26, 2014.",265210,True,1,2014
possessioniskey,"Posted December 26, 2014.",265210,True,1,2014
76561198093112529,"Posted February 4, 2014.",48700,True,2,2014
sergarino,"Posted May 21, 2015.",730,True,2,2015
76561198081962345,"Posted December 6, 2013.",113200,True,2,2013
76561198081962345,"Posted December 6, 2013.",113200,True,2,2013
76561198094224872,"Posted May 12, 2014.",440,True,1,2014
76561198073210139,"Posted August 24, 2015.",383080,False,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
Nozomikat,"Posted January 6, 2015.",213670,True,1,2015
xfluttersx,"Posted December 22, 2015.",105600,True,1,2015
xfluttersx,"Posted December 22, 2015.",105600,True,1,2015
xfluttersx,"Posted December 22, 2015.",105600,True,1,2015
xfluttersx,"Posted December 22, 2015.",105600,True,1,2015
xfluttersx,"Posted December 22, 2015.",105600,True,1,2015
xfluttersx,"Posted December 22, 2015.",105600,True,1,2015
xfluttersx,"Posted December 22, 2015.",105600,True,1,2015
76561198056290589,"Posted June 23, 2015.",730,True,0,2015
ii_voltage_ii,"Posted September 11, 2015.",570,True,2,2015
ii_voltage_ii,"Posted September 11, 2015.",570,True,2,2015
ii_voltage_ii,"Posted September 11, 2015.",570,True,2,2015
ii_voltage_ii,"Posted September 11, 2015.",570,True,2,2015
76561198097762318,"Posted April 22, 2013.",231180,True,2,2013
76561198097762318,"Posted April 22, 2013.",231180,True,2,2013
Hirukaz,"Posted May 27, 2012.",620,True,2,2012
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
kevinator23,"Posted December 5, 2015.",223710,True,1,2015
76561198090715178,"Posted October 4, 2015.",299360,True,1,2015
76561198090715178,"Posted October 4, 2015.",299360,True,1,2015
CatsWhale,"Posted October 3, 2015.",322330,True,1,2015
CatsWhale,"Posted October 3, 2015.",322330,True,1,2015
CatsWhale,"Posted October 3, 2015.",322330,True,1,2015
CatsWhale,"Posted October 3, 2015.",322330,True,1,2015
76561198073784601,"Posted August 13, 2015.",1250,True,1,2015
76561198073784601,"Posted August 13, 2015.",1250,True,1,2015
mimimomoma,"Posted February 22, 2015.",12100,True,1,2015
76561198102410011,"Posted January 14, 2015.",204360,True,2,2015
de_Butl3r,"Posted December 14, 2013.",440,True,1,2013
76561198027947401,"Posted December 1, 2013.",224260,True,2,2013
76561198027947401,"Posted December 1, 2013.",224260,True,2,2013
Bluezap1,"Posted February 11, 2012.",440,True,2,2012
Bluezap1,"Posted February 11, 2012.",440,True,2,2012
Bluezap1,"Posted February 11, 2012.",440,True,2,2012
Bluezap1,"Posted February 11, 2012.",440,True,2,2012
jonasdbomb,"Posted March 12, 2015.",440,True,2,2015
L1J1N,"Posted October 14, 2015.",1840,True,1,2015
Lord_Exploit,"Posted October 27, 2013.",440,True,2,2013
Lord_Exploit,"Posted October 27, 2013.",440,True,2,2013
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
AVATAR715,"Posted November 27, 2015.",440,True,2,2015
YieuwMage,"Posted October 9, 2014.",233250,True,1,2014
76561198065656175,"Posted November 9, 2015.",248570,True,1,2015
76561198188979775,"Posted December 23, 2015.",298630,True,1,2015
97396295,"Posted May 6, 2014.",244210,True,2,2014
97396295,"Posted May 6, 2014.",244210,True,2,2014
97396295,"Posted May 6, 2014.",244210,True,2,2014
97396295,"Posted May 6, 2014.",244210,True,2,2014
76561198126640317,"Posted December 2, 2015.",440,True,1,2015
76561198126640317,"Posted December 2, 2015.",440,True,1,2015
76561198126640317,"Posted December 2, 2015.",440,True,1,2015
76561198126640317,"Posted December 2, 2015.",440,True,1,2015
76561198126640317,"Posted December 2, 2015.",440,True,1,2015
76561198126640317,"Posted December 2, 2015.",440,True,1,2015
76561198126640317,"Posted December 2, 2015.",440,True,1,2015
DemonicWolvz,"Posted June 6, 2015.",376920,True,2,2015
DemonicWolvz,"Posted June 6, 2015.",376920,True,2,2015
DemonicWolvz,"Posted June 6, 2015.",376920,True,2,2015
DemonicWolvz,"Posted June 6, 2015.",376920,True,2,2015
DemonicWolvz,"Posted June 6, 2015.",376920,True,2,2015
DemonicWolvz,"Posted June 6, 2015.",376920,True,2,2015
DieMadchenschanderin,"Posted September 29, 2015.",257750,True,2,2015
DieMadchenschanderin,"Posted September 29, 2015.",257750,True,2,2015
DieMadchenschanderin,"Posted September 29, 2015.",257750,True,2,2015
DieMadchenschanderin,"Posted September 29, 2015.",257750,True,2,2015
GGargula,"Posted September 8, 2014.",221910,True,1,2014
GGargula,"Posted September 8, 2014.",221910,True,1,2014
Myther43,"Posted December 15, 2013.",2280,True,0,2013
getf0kinn0sc0pedm9,"Posted November 23, 2015.",417860,False,1,2015
getf0kinn0sc0pedm9,"Posted November 23, 2015.",417860,False,1,2015
76561198141443390,"Posted June 1, 2014.",218620,True,2,2014
76561198097333029,"Posted July 11, 2014.",218620,True,2,2014
whodafuqisthisguilao,"Posted November 14, 2014.",222880,True,1,2014
Magjiikal,"Posted November 13, 2015.",377160,True,2,2015
Magjiikal,"Posted November 13, 2015.",377160,True,2,2015
ohnospaghet,"Posted December 15, 2013.",211820,True,2,2013
ohnospaghet,"Posted December 15, 2013.",211820,True,2,2013
ohnospaghet,"Posted December 15, 2013.",211820,True,2,2013
ohnospaghet,"Posted December 15, 2013.",211820,True,2,2013
ohnospaghet,"Posted December 15, 2013.",211820,True,2,2013
ohnospaghet,"Posted December 15, 2013.",211820,True,2,2013
76561198050347115,"Posted December 17, 2015.",252490,True,0,2015
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2768820078,"Posted October 26, 2014.",440,True,2,2014
2d4nk4m3,"Posted June 28, 2014.",251990,True,2,2014
2d4nk4m3,"Posted June 28, 2014.",251990,True,2,2014
76561198078478151,"Posted September 12, 2015.",344760,False,0,2015
exiaez,"Posted September 13, 2015.",252950,True,1,2015
EizanAratoFujimaki,"Posted October 14, 2015.",399730,True,2,2015
EizanAratoFujimaki,"Posted October 14, 2015.",399730,True,2,2015
washington_,"Posted November 19, 2015.",377160,True,2,2015
washington_,"Posted November 19, 2015.",377160,True,2,2015
washington_,"Posted November 19, 2015.",377160,True,2,2015
washington_,"Posted November 19, 2015.",377160,True,2,2015
washington_,"Posted November 19, 2015.",377160,True,2,2015
washington_,"Posted November 19, 2015.",377160,True,2,2015
jewxxl,"Posted June 25, 2013.",219150,True,2,2013
76561198088944293,"Posted April 11, 2014.",277430,True,2,2014
76561198088944293,"Posted April 11, 2014.",277430,True,2,2014
76561198088944293,"Posted April 11, 2014.",277430,True,2,2014
76561198088944293,"Posted April 11, 2014.",277430,True,2,2014
76561198088944293,"Posted April 11, 2014.",277430,True,2,2014
76561198092540221,"Posted February 22, 2014.",239820,True,2,2014
76561198092540221,"Posted February 22, 2014.",239820,True,2,2014
76561198092540221,"Posted February 22, 2014.",239820,True,2,2014
76561198092540221,"Posted February 22, 2014.",239820,True,2,2014
76561198092540221,"Posted February 22, 2014.",239820,True,2,2014
76561198051258119,"Posted September 24, 2012.",17410,True,2,2012
nubquake123,"Posted September 26, 2015.",440,True,2,2015
Pyromanic,"Posted June 12, 2015.",270550,True,2,2015
Pyromanic,"Posted June 12, 2015.",270550,True,2,2015
Pyromanic,"Posted June 12, 2015.",270550,True,2,2015
76561198109656922,"Posted August 3, 2015.",274940,True,2,2015
CobRazor,"Posted June 26, 2015.",333930,True,0,2015
relesprit,"Posted January 15, 2014.",440,True,1,2014
WitchHunter4542,"Posted October 14, 2014.",730,True,1,2014
WitchHunter4542,"Posted October 14, 2014.",730,True,1,2014
WitchHunter4542,"Posted October 14, 2014.",730,True,1,2014
wantmahbody,"Posted July 9, 2014.",212070,True,0,2014
76561198115868847,"Posted March 13, 2014.",264140,True,1,2014
benedictcuminherbatch,"Posted November 11, 2014.",332800,True,1,2014
76561198031207016,"Posted July 21, 2015.",319630,True,2,2015
76561198043458582,"Posted July 5, 2015.",6020,True,0,2015
76561198043458582,"Posted July 5, 2015.",6020,True,0,2015
76561198043458582,"Posted July 5, 2015.",6020,True,0,2015
76561198043458582,"Posted July 5, 2015.",6020,True,0,2015
smashiroshh,"Posted March 12, 2015.",55230,True,2,2015
shark854,"Posted February 23, 2014.",32430,True,2,2014
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
1337lolroflmao,"Posted March 22, 2015.",35450,True,2,2015
sithjjf,"Posted August 21, 2014.",440,True,2,2014
76561198060039459,"Posted March 13, 2015.",236390,True,2,2015
OzfurAtlas,"Posted March 20, 2015.",351570,True,2,2015
OzfurAtlas,"Posted March 20, 2015.",351570,True,2,2015
OzfurAtlas,"Posted March 20, 2015.",351570,True,2,2015
76561198065593074,"Posted March 7, 2015.",212680,True,0,2015
76561198065593074,"Posted March 7, 2015.",212680,True,0,2015
76561198065593074,"Posted March 7, 2015.",212680,True,0,2015
76561198065593074,"Posted March 7, 2015.",212680,True,0,2015
76561198044169764,"Posted October 10, 2015.",391540,True,2,2015
76561198044169764,"Posted October 10, 2015.",391540,True,2,2015
76561198044169764,"Posted October 10, 2015.",391540,True,2,2015
76561198044169764,"Posted October 10, 2015.",391540,True,2,2015
euzi,"Posted July 6, 2014.",550,True,0,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561198074935997,"Posted June 19, 2014.",440,True,1,2014
76561197961778802,"Posted February 19, 2014.",570,True,1,2014
lucasrash,"Posted April 11, 2015.",72850,True,2,2015
76561198016602703,"Posted December 24, 2015.",440,True,2,2015
76561198016602703,"Posted December 24, 2015.",440,True,2,2015
thisissohardtomakeoneup,"Posted May 17, 2014.",113400,True,2,2014
76561198087010391,"Posted August 9, 2014.",440,True,2,2014
66666669999999,"Posted September 26, 2015.",200510,True,2,2015
76561198061174192,"Posted May 22, 2015.",730,True,2,2015
76561198061174192,"Posted May 22, 2015.",730,True,2,2015
ReMiXOfficalSteam,"Posted August 22, 2015.",383080,True,2,2015
76561198084390807,"Posted April 5, 2014.",1250,True,1,2014
76561198084390807,"Posted April 5, 2014.",1250,True,1,2014
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
tarjla,"Posted December 30, 2015.",265610,True,2,2015
deathnz1,"Posted August 1, 2014.",264200,True,1,2014
deathnz1,"Posted August 1, 2014.",264200,True,1,2014
deathnz1,"Posted August 1, 2014.",264200,True,1,2014
readingthis4noobs,"Posted December 26, 2015.",417860,True,2,2015
76561198104393251,"Posted April 14, 2015.",333600,True,2,2015
76561198075322986,"Posted December 30, 2014.",213670,True,2,2014
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
redsncrimson,"Posted December 4, 2013.",91310,True,2,2013
H1DD3NT3RR0R,"Posted December 4, 2013.",210770,True,2,2013
H1DD3NT3RR0R,"Posted December 4, 2013.",210770,True,2,2013
H1DD3NT3RR0R,"Posted December 4, 2013.",210770,True,2,2013
H1DD3NT3RR0R,"Posted December 4, 2013.",210770,True,2,2013
H1DD3NT3RR0R,"Posted December 4, 2013.",210770,True,2,2013
H1DD3NT3RR0R,"Posted December 4, 2013.",210770,True,2,2013
76561198071214618,"Posted November 10, 2015.",351640,True,2,2015
76561198071175142,"Posted August 27, 2012.",105600,True,2,2012
76561198071175142,"Posted August 27, 2012.",105600,True,2,2012
t8s,"Posted February 5, 2014.",440,True,2,2014
t8s,"Posted February 5, 2014.",440,True,2,2014
pikawuu2,"Posted January 27, 2013.",47870,True,2,2013
pikawuu2,"Posted January 27, 2013.",47870,True,2,2013
Sammeh00,"Posted August 25, 2015.",383080,True,2,2015
Michaelele,"Posted August 27, 2012.",410,True,2,2012
Michaelele,"Posted August 27, 2012.",410,True,2,2012
Michaelele,"Posted August 27, 2012.",410,True,2,2012
Michaelele,"Posted August 27, 2012.",410,True,2,2012
76561198045754869,"Posted December 16, 2014.",730,True,2,2014
76561198076098774,"Posted June 29, 2014.",253710,False,2,2014
76561198103253374,"Posted April 11, 2015.",339280,True,2,2015
76561198048417105,"Posted March 8, 2014.",271290,True,2,2014
76561198048417105,"Posted March 8, 2014.",271290,True,2,2014
76561198048417105,"Posted March 8, 2014.",271290,True,2,2014
76561198048417105,"Posted March 8, 2014.",271290,True,2,2014
76561198090842891,"Posted November 16, 2013.",203290,True,2,2013
76561198055767971,"Posted November 11, 2015.",440,True,2,2015
76561197998052647,"Posted December 26, 2014.",233150,True,1,2014
adohya343,"Posted January 17, 2013.",550,True,0,2013
76561198145436942,"Posted July 17, 2015.",730,True,2,2015
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
jjas01,"Posted December 29, 2013.",211820,True,2,2013
3xotic26,"Posted May 6, 2015.",440,True,2,2015
3xotic26,"Posted May 6, 2015.",440,True,2,2015
3xotic26,"Posted May 6, 2015.",440,True,2,2015
3xotic26,"Posted May 6, 2015.",440,True,2,2015
3dster,"Posted January 26, 2015.",224260,True,2,2015
76561198079990063,"Posted November 16, 2014.",317360,True,2,2014
Forty-Nine,"Posted August 17, 2014.",295550,True,2,2014
Forty-Nine,"Posted August 17, 2014.",295550,True,2,2014
76561198051017916,"Posted July 21, 2014.",250180,True,1,2014
76561198051017916,"Posted July 21, 2014.",250180,True,1,2014
L4M1NAS,"Posted July 19, 2014.",227940,True,0,2014
L4M1NAS,"Posted July 19, 2014.",227940,True,0,2014
L4M1NAS,"Posted July 19, 2014.",227940,True,0,2014
76561198096766604,"Posted February 8, 2014.",17520,True,1,2014
76561197995322437,"Posted January 7, 2014.",113420,True,2,2014
imsojipper,"Posted July 6, 2015.",320760,True,0,2015
76561198084542731,"Posted September 6, 2015.",8850,True,2,2015
76561198084542731,"Posted September 6, 2015.",8850,True,2,2015
76561198103671881,"Posted April 24, 2014.",233720,True,2,2014
mrpfresh,"Posted July 6, 2015.",218620,True,2,2015
mrpfresh,"Posted July 6, 2015.",218620,True,2,2015
mrpfresh,"Posted July 6, 2015.",218620,True,2,2015
GamerFag,"Posted January 27, 2015.",730,True,2,2015
GamerFag,"Posted January 27, 2015.",730,True,2,2015
GamerFag,"Posted January 27, 2015.",730,True,2,2015
GamerFag,"Posted January 27, 2015.",730,True,2,2015
GamerFag,"Posted January 27, 2015.",730,True,2,2015
GamerFag,"Posted January 27, 2015.",730,True,2,2015
EHS-R3AP3R,"Posted January 25, 2015.",219740,True,2,2015
EHS-R3AP3R,"Posted January 25, 2015.",219740,True,2,2015
EHS-R3AP3R,"Posted January 25, 2015.",219740,True,2,2015
EHS-R3AP3R,"Posted January 25, 2015.",219740,True,2,2015
chidori_647,"Posted May 24, 2014.",220240,True,2,2014
chidori_647,"Posted May 24, 2014.",220240,True,2,2014
chidori_647,"Posted May 24, 2014.",220240,True,2,2014
chidori_647,"Posted May 24, 2014.",220240,True,2,2014
chidori_647,"Posted May 24, 2014.",220240,True,2,2014
76561198092227136,"Posted October 20, 2012.",440,True,2,2012
76561198092227136,"Posted October 20, 2012.",440,True,2,2012
hellcat59,"Posted March 28, 2014.",4000,True,2,2014
76561198007584361,"Posted July 9, 2014.",304930,True,2,2014
tbimperator,"Posted February 23, 2015.",333950,True,2,2015
Allahu_Akbar666,"Posted August 29, 2015.",388520,True,2,2015
Allahu_Akbar666,"Posted August 29, 2015.",388520,True,2,2015
ulramite,"Posted November 23, 2014.",107410,True,2,2014
